Subject Code,Course Title,Description
Music,Music Industry Practices,"Identify Current Practices In The Music Industry.
How To Use A Music Distributor.
How To Market Your Music On Social Media.
Discuss Copyright And The Basics Of Royalties.
Explain The Various Copyright Acts Including The Music Modernization Act Of 2018.
Explain The Legal And Financial Issues Associated With Bands.
Identify The Areas Of The CCLI License.
How To Have A Career In Music.
Illustrate The Mechanics Of A Synchronization License.
Worshiping, And Analyzing A Variety Of Styles Of Music.
Students Will Demonstrate Active Engagement And Self-Motivation In The Preparation For Recitals
Classroom Teaching, Worship Sets, Research, Audio Projects, And Presentations In Music.
Students Will Develop The Technical Performance Skills For Artistic Expression In At Least One Major Performance Area At A Level Appropriate For The Major Or Concentration.
Students Will Develop Ability To Ready At Sight With Fluency In Their Major Performance Area Relevant To Professional Standards For The Music Program.
Students Will Develop Aural Skills To Identify Intervals, Melodic Structures, Chord Qualities, And Harmonic Progressions.
Students Will Demonstrate An Understanding Of The Theory, Harmonic Progressions, And Forms Of A Variety Of Styles Of Music When Studying, Listening, Performing, And Teaching Music.
Students Will Acquire And Develop The Basic Knowledge Of Music History And Repertoire Through The Present Time For A Variety Western Music Cultures And Styles.
Students Will Record And Engineer A Final Mix Of A Musical Composition Or Arrangement For Distribution Or Presentation.
Students Will Engage And Analyze Music From A Wide Variety Of Musical Periods Including Western And Non-Western Musical Traditions (And Worship).
Students Will Demonstrate Vision, Leadership, And Artistry In Performance Or Planning Through Expression In Phrasing, Dynamics, Articulations, And Accepted Practice For Musical Works In A Variety Of Settings Including The Stage, Classroom, Therapeutic Settings, And Worship Services."
Music,Applied Percussion III,"Students Completing This Course Will Be Able To Show Improvement In Individual Practice Skills To Show Improvement In Performance Skills To Demonstrate Increased Learning Of Standard Instrumental Repertoire To Apply Pedagogical Framework ,
Successful Students Will Develop Performing Skills With Multiple Instruments.
Demonstrate Skills In Both Applied And Secondary Applied Instruments.
Successful Students Will Develop Skills That Will Give Them The Ability To Perform At Sight In A Variety Of Musical Styles.
Apply Sight-Reading Skills In A Variety Of Musical Styles.
Successful Students Will Develop Skills And Knowledge In The Area Of Music Theory.
Illustrate A Proficiency In Knowledge And Function Of Music Theory.
Successful Students Will Be Able To Think Critically About Music And Worship Related Topics.
Critically Evaluate Music And Worship-Related Topics."
Music,Piano,"Students Will Use Proper Physical Approach To Express Their Best Qualities.
Students Will Demonstrate Variety Of Musical Approaches For Sound Production, That Is Appropriate To The Stile, Genre, Composer, Etc.
Undergraduate Students Will Perform With Sufficient Technique That Is Required For Graduate School Admission.
Students Will Prepare Specific Repertory To Achieve A Solid Technique Foundation To Discover His/Her Unique Individual Personality In Music.
In A Group Setting Approach During Studio Class, Students Will Communicate Musical Ideas."
Music,Survey of Music Business,"Explain Basic Music Industry Principles Including Copyright, Publishing, And Performance Rights.
Explain The Business Of Live Performance To Include Artist Management, Unions And Guilds, Entertainment Agencies, Venues, And Concessions.
Identify The Record Industry Systems From Record Producers, Recording Studios, Manufacturing Production, And Distribution Companies.
Identify Those Aspects Of Music Relating To Wholesale And Retail Merchandising And Promotion Of Music Products.
Summarize The Use Of Contracts And Licenses In The Music Industry.
Identify Career Opportunities In The Music Industry."
Film and Photography,Capturing Your Deep Voice,"Learn The Most Advanced Concept Of Jack GrapesÕ Method Writing, Finding Your Deep Voice, And How It Can Be Applied To Your Creative Process, Helping You Connect With Your Authentic Voice And Create More Emotionally Resonant Work.
Discover The Transformative Power Of Photography And Other Visual Mediums And Investigate How Images Evoke Emotions, Memories, And Stories That Will Compel You Deeper Into Your Authentic Expression.
Participate In Guided Creative Photography Exercises Designed To Help You Unlock Your Creative Potential By Making Images That Evoke Personal Emotions, Experiences, And Narratives.
Engage In Group Discussions And Critiques, Sharing Your Work With Fellow Participants To Gain Valuable Feedback And Insights Into Your Creative Process.
Receive Personalized Guidance And Mentorship From Jack Grapes And Baz Here, Who Will Help You Hone Your Skills, Sharpen Your Unique Style, And Develop A Stronger Connection Between Yourself And Your Practice."
Film and Photography,Digital Photographic Imaging I,"Describe The Basic Operational System Of Photo Imaging Software.
Describe The General Characteristics Of Computer-Image Alteration Fundamentals.
Use Various Imaging Properties Of Software To Accomplish Texture Smoothing And Scaling, As Well As Shading And Tonal Manipulation Techniques To Alter Photographic Images Electronically.
Edit Graphics And Textural Information Received From External Sources Through Various Mediums (Hardware).
Execute Finished Photographic Images Via Hard Copy From An Appropriate Printer.
Describe Presentation Formats."
Film and Photography,Digital Photography I,"Identify Historical Influences Relative To Photography.
Utilize The Technical Language Of Photography For The Purpose Of Evaluation.
Manipulate And Comprehend The Elements And Principles Of Design Through Photography.
Understand And Utilize Photographic Tools And Processes: Digital Camera, Computer Software And Hardware, And Digital Output.
Analyze And Evaluate Compositions Using Subject, Form, And Content.
Adhere To Safe Studio Practices And Use Of Materials, Equipment, And Facilities."
Film and Photography,Introduction to Film Studies,"Learn To Recognize The Formal Elements That Comprise Film As A Medium
Describe How Those Formal Elements Are Applied In Narrative, Documentary, And Experimental Cinema;
Analyze The Relationship Between A FilmÕs Formal And Thematic Components
Develop Rigorous Analytical Arguments Of Film In Written And/Or Oral Forms."
Film and Photography,Graphic Design Media Management,"Students Will Be Exposed To Professional Practices Used In Managing Complex Design Projects Across Multiple Media.
Students Will Explore Strategic Processes Used In Executing Diverse Media Environments.
Students Will Be Exposed To A Variety Of Creative Media Software And Implementation Strategies.
Students Will Learn About The Relevance Of Professional Certifications.
Students Will Demonstrate The Ability To Manage Visual Consistency Across Multiple Media.
Students Will Articulate The Rationale Behind Their Media Decisions Through Verbal And Written Commentary.
Students Will Implement Relevant Media Through Visual Execution Of Assignments."
Film and Photography,Creative Documentary,"Demonstrate A Knowledge Of, And Ability To Create, A Wide Variety Of Documentary Forms.
Identify And Articulate Intended Outcomes For A Documentary Production.
Storytelling, Visual/Editorial Styles And Appropriate Production Techniques.
Demonstrate Technical And Logistical Competence Across Single-Camera Production.
Evaluate And Assess Production Work, Demonstrating An Ability To Offer And Take Constructive Criticism."
Film and Photography,Storyboarding,"Students Will Demonstrate Their Understanding Of These Techniques In Weekly Assignments And A Final Project.
Students Will Develop Characters Through Drawing And Staging Dramatic Action
Students Will Use Frame Composition To Create Moods And Emphasize Themes
Students Will Use Editing Techniques To Control Beats And Pacing
Students Will Create Clear, Thematic Transitions Between Images And Scenes"
Film and Photography,Intermediate Photography,"To Learn Intermediate Level Photographic Skills.
To Explore A Variety Of Subject Matter And Styles.
To Further Develop An Understanding Of Visual Communication Using Photography.
To Begin To Understand And Apply Concept In The Creation Of Photographic Images.
To Develop A Personal Style, Or Way Of Seeing.
To Increase And Express Personal Creativity.
Employ Industry Specific Skills In Preparation For Workplace Readiness"
Film and Photography,Video Campaigns in the Digital Age,"Plan, Capture, Edit All The Elements Needed To Create A Short-Format Video
Collaborate With Peers To Design, Create, Critique, Revise, And Publish A Social Media Campaign While Utilizing Branding Criteria.
Demonstrate The Ability To Tell A Compelling Story Through Video Within Short Periods Of Time.
Develop A Working Knowledge Of Digital Video Capture And Post Processing Procedures.
Discuss And Apply The Ethical And Legal Components Of Video Creation.
Create A Series Of Motion Graphics That Compliment Video Content.
Modify Creation Strategies Based On Unforeseen Obstacles
Employ Appropriate Strategies For Digital Asset Management"
Film and Photography,Understanding Movies,"Learn About The Early History Of The Motion Picture, From Its Beginnings In The Late 1800ÕS Through To The Present Day.
Define The Historical Developments And Future Trends Of The Film Industry Including Social, Economic, And Political Factors And To View Film As ÒLiteratureÓ
Explain Film Production, Distribution, And Exhibition
Identify The Various Genres In Film Making
Define The Various Techniques Used In Film Production
Create A Set Of Film-Appreciation Criteria
Articulate Critical Opinions Clearly On Paper And Aloud"
Film and Photography,Visual Communication for Consumer Engagement,"Students Will Explore Emerging New Media And Digital Platforms As Well As Their Use In The Industry.
Students Will Research New Digital Trends And Evaluate The Feasibility Of A Specific Idea Using New Media Presentation Techniques.
Students Will Learn How To Present A Concept Successfully Through The Use Of New Media Techniques With Visual Components In Retail And Marketing.
Students Will Experiment With Various Digital Applications For Different Contexts In Fashion Retail Marketing.
Students Will Research And Analyze Digital Platforms And Tools For New Media To Identify Successful And Effective Marketing Methods.
Students Will Experiment With New Marketing Methods By Creating Various New Media Elements.
Students Will Communicate Ideas And Concepts For Retail Digital Spaces By Applying New Media Visual Elements.
Students Will Collaborate In A Project-Driven Studio Environment To Develop Various Marketing Communications And Effectively Apply Them To A Fashion Marketing Retail Environment."
