Subject Code,Course Title,Description
Mathematics,Intro/Applied Statistics,"Students Will Learn The Basic Statistical Tools For Analyzing Data And Drawing Inferences From That Analysis. The Students Will Also Develop Skills In Problem Solving, Quantitative Reasoning, And The Use Of Technology. Students Will Demonstrate Their Ability To Evaluate Perspectives, Evidence, And Implications, And To Locate, Assess, And Use Information Effectively. Students Will Demonstrate Their Ability To Solve Problems Using Deductive Reasoning And Logic, Quantitative Reasoning, Or The Scientific Method. Students Will Demonstrate Their Ability To Evaluate, Select, And Appropriately Use Current And Emerging Tools. Explain The Difference Between Population & Sample, Parameter & Statistic, Descriptive And Inferential Statistics, Qualitative And Quantitative, Discrete And Continuous, And Sampling Techniques. Construct A Frequency Table And An Appropriate Graphical Representation (Stem And Leaf Diagram, Histogram, Etc.) For Both Qualitative And Quantitative Data. Compute The Mean, Median And Mode For Raw Data And An Estimate For The Mean And The Modal Class For Grouped Data. Explain The Difference Between A Discrete And Continuous Distribution. Explain The Difference Between Type I And Type II Error, And Between Left-Tailed, Right-Tailed And Two-Tailed Tests. Construct A Scatterplot For Bivariate Data. Perform A Five-Step Hypothesis Testing Procedure To Test For Linear Correlation. Predict Values Of Y Given X. Interpret The Slope Of The Regression Equation. Find The Linear Regression Equation For A Set Of Linearly Related Bivariate Data."
Mathematics,Precalculus,Demonstrate And Apply Knowledge Of Properties Of Functions. Recognize And Apply Algebraic And Transcendental Functions And Solve Related Equations. Apply Graphing Techniques To Algebraic And Transcendental Functions. Compute The Values Of Trigonometric Functions For Key Angles In All Quadrants Of The Unit Circle Measured In Both Degrees And Radians. Prove Trigonometric Identities. Solve Right And Oblique Triangles.
Mathematics,Calculus I,"Develop Solutions For Tangent And Area Problems Using The Concepts Of Limits, Derivatives, And Integrals. Draw Graphs Of Algebraic And Transcendental Functions Considering Limits, Continuity, And Differentiability At A Point. Determine Whether A Function Is Continuous And/Or Differentiable At A Point Using Limits. Use Differentiation Rules To Differentiate Algebraic And Transcendental Functions. Identify Appropriate Calculus Concepts And Techniques To Provide Mathematical Models Of Real-World Situations And Determine Solutions To Applied Problems. Evaluate Definite Integrals Using The Fundamental Theorem Of Calculus. Articulate The Relationship Between Derivatives And Integrals Using The Fundamental Theorem Of Calculus. Students Will Develop Habits Of Mind, Allowing Them To Appreciate The Processes By Which Scholars In Various Disciplines Organize And Evaluate Data And Use The Methodologies Of Each Discipline To Understand The Human Experience. Students Will Communicate Ideas, Express Feelings And Support Conclusions Effectively In Written, Oral And Visual Formats. Students Will Develop Quantitative And Empirical Skills To Understand, Analyze And Explain Natural, Physical And Social Realms."
Mathematics,Algebraic Foundations,Perform Operations Using Integer And Rational Exponents. Factor And Perform Operations With Polynomials. Simplify And Perform Operations With Rational Expressions. Simplify And Perform Operations With Radical Expressions. Solve Linear Equations And Inequalities Of A Single Variable. Solve Quadratic Equations By Factoring And The Quadratic Formula. Solve Systems Of Two Linear Equations In Two Variables. Graph Linear And Quadratic Functions.
Mathematics,Introductory Statistics,"Learn To Organize And Summarize Data To Study Descriptive Statistics. Find The Probability Of A Compound Event And The Conditional Probability Of An Event. Construct A Probability Distribution And Perform Relevant Calculations, Such As Mean And Standard Deviation. Use The Central Limit Theorem To Solve Problems. Determine Confidence Intervals. Solve Hypothesis Testing Problems. Perform Calculations For The Correlation Coefficient And The Regression Line For A Set Of Ordered Pairs. Prepare And Submit A Final Paper Using Phrases Commonly Found In Mathematical Literature. Students Will Demonstrate Their Ability To Communicate Effectively By Using Written Communication Empirical And Quantitative Skills: Includes The Manipulation And Analysis Of Numerical Data Or Observable Facts Resulting In Informed Conclusions."
Mathematics,Differential Equations,"The Student Will Be Able To Read And Construct Mathematical Arguments And Proofs. The Student Will Be Able To Identify, Formulate And Analyze Real-World Problems With Quantitative And Statistical Reasoning Or Mathematical Techniques. The Student Will Be Able To Utilize Technology And Computer Skills Appropriately As An Effective Tool In Investigating, Analyzing And Solving Problems. The Student Will Be Able To Clearly Communicate Mathematical Ideas In The Student Will Be Able To Apply Quantitative Skills To Synthesize, Analyze, And Evaluate Mathematical Equations.Appropriate Contexts Visually, Orally And In Writing To A Range Of Audiences. Identify Homogeneous Equations, Homogeneous Equations With Constant Coefficients, And Exact And Linear Differential Equations. Determine Particular Solutions To Differential Equations With Given Boundary Conditions Or Initial Conditions. Analyze Real-World Problems In Fields Such As Biology, Chemistry, Economics, Engineering, And Physics, Including Problems Related To Population Dynamics, Mixtures, Growth And Decay, Heating And Cooling, Electronic Circuits, And Newtonian Mechanics. CRITICAL THINKING SKILLS: To Include Creative Thinking, Innovation, Inquiry, And Analysis, Evaluation And Synthesis Of Information. COMMUNICATION SKILLS: To Include Effective Development, Interpretation And Expression Of Ideas Through Written, Oral And Visual Communication. EMPIRICAL AND QUANTITATIVE SKILLS: To Include The Manipulation And Analysis Of Numerical Data Or Observable Facts Resulting In Informed Conclusions."
Mathematics,Survey in Mathematics,"Demonstrate Knowledge Of The Cartesian Coordinate System, Linear Functions And Their Graph. Solve And Graph Systems Of Linear Equations By A Variety Of Methods. Demonstrate Knowledge Of Mathematical Technique For Maximizing Or Minimizing A Linear Function Of Several Variables, Such As Output Or Cost. Be Able To Compute Probabilities Of Events, Model Random Data, Interpret The Results And Make Decisions Accordingly In A Variety Of Real-Life Situations. Apply Mathematical Formulas And Equations To Financial Problems, Market Modeling And Data Analysis. Show Knowledge Of The Measurement And Relationship Of Lines, Angles, Surfaces, Solids, Distances And Points."
Mathematics,Topics of Mathematical Literacy,"Use Appropriate Formulas, Algorithms, And Technology To Solve Problems Involving Personal Finance (For Example, Taxes, Savings, Loans, Amortization Tables, Investments, And Credit Cards). Apply Basic Principles Of Logical Thinking. Distinguish Between Deductive And Inductive Arguments (Or Reasoning). Investigate Chance Processes And Develop, Use, And Evaluate Probability Models. Analyze Outcomes, Draw Conclusions, Or Make Decisions Related To Risk, Pay-Off, And Expected Value In Various Probability Contexts. Identify Limitations And Strengths In Studies And Polls Including Analyzing Data Collection Methods, Sources Of Bias, Margins Of Error, And Misuses Of Statistics. Solve Problems Involving Numeric Summaries From Studies And Polls. Use Linear, Exponential, And Logarithmic Modeling To Interpret And Analyze Data."
Mathematics,Precalculus Algebra,"Solve A Wide Range Of Equations And Inequalities Using Correct Algebraic Notation. Solve Systems Of Linear Equations In Two Variables Using Graphical And Algebraic Techniques. Simplify Algebraic, Exponential, Radical And Logarithmic Expressions Using Standard Methods. Use Function Notation Correctly To Demonstrate An Understanding Of Functions And Their Properties. Apply Algebraic Methods To Combine Functions, Including The Use Of Function Composition. Know The Definitions And Properties Of Polynomial, Rational, Exponential And Logarithmic Functions, Including An Ability To Represent These Functions Mathematically And Graphically, And Then Translate Between These Representations. Demonstrate An Understanding Of One-To-One And Inverse Functions. Demonstrate An Understanding Of The Geometric Properties Of Algebraic And Logarithmic Functions And Apply Simple Graphing Techniques For These Functions, With And Without The Use Of Technological Aids. Demonstrate An Understanding Of The Domain, Range And Intercepts For Graphs Of Relations And Functions. Develop An Ability To Reformulate Problems From The Natural And Physical Sciences Into Accurate Mathematical Expressions That Can Be Manipulated With Algebraic Techniques To Derive Useful Information About The Original Scientific Setting."
Mathematics,College Algebra,"Use Quantitative Analytical Skills To Evaluate And Process Numerical Data. Be Able To Use Function Concepts Including: Evaluating, Operations, Composition, Inverses, And Transformations. Solve Polynomial, Exponential, And Logarithmic Equations And Relate And Interpret These Solutions. Be Able To Graph Linear, Polynomial, Exponential, Logarithmic, Absolute Value, Square Root, Piecewise Defined, And Rational Functions. Be Able To Model And Interpret Real-World Problems Using Polynomial Equations Or Regressions. Be Able To Solve Systems Of Equations. Solve Problems Using Critical Thinking And Creativity Use Quantitative Analytical Skills To Evaluate And Process Numerical Data Demonstrate Effective Communication Apply Scientific Methods Solve Problems Using Critical Thinking And Creativity Demonstrate Knowledge Of Diverse Cultures And Historical Perspectives Appraise Creative And/Or Aesthetic Activities Use Information To Conduct Research Analyze The Importance Of Personal, Civic, And Social Responsibilities Use Quantitative Analytical Skills To Evaluate And Process Data"
